PNU,건축연령,관내,전월세_평균_보증금(만원),기준금리(연%),전월세_평균_월세(만원),전월세_건수,공원_최단거리,교육_최단거리,유통_최단거리,매수자_법인,매도자_개인,매도자_M,거래유형_직거래,계약일
1150010300110410016,6,1.0,18541.0,3.5,,10,1.5129,0.73597,22574.0,0.0,0.0,0.0,0.0,2024-04-03
1150010300110360001,6,1.0,17911.53846153846,2.75,,13,0.74192,0.65369,25552.0,0.0,1.0,0.0,0.0,2025-02-26
1150010300104100036,22,,15864.285714285714,,,7,,,,,,,,
1150010300104100036,22,,15864.285714285714,,,7,,,,,,,,
1150010300109950015,23,1.0,9000.0,3.5,,3,0.32918,0.82553,25095.0,0.0,0.0,1.0,0.0,2023-02-13
1150010300110980014,12,,16408.5,,,4,,,,,,,,
1150010300100560473,22,1.0,14220.0,2.5,,3,,,,0.0,1.0,0.0,0.0,2025-08-18
1150010300100560123,33,1.0,10331.25,3.5,,4,,,,0.0,0.0,1.0,0.0,2023-12-18
1150010300105040040,1,0.0,13090.90909090909,3.5,,11,1.01011,0.54377,60287.0,0.0,1.0,0.0,1.0,2024-09-09
1150010300110140036,22,0.0,13100.0,3.5,,2,,,,0.0,0.0,1.0,1.0,2023-09-26
1150010300108640045,11,1.0,15080.0,2.5,,5,,,,0.0,1.0,0.0,0.0,2025-10-10
1150010300103550041,2,0.0,24705.76923076923,3.25,,26,0.81546,1.4599,23663.0,0.0,1.0,0.0,1.0,2024-10-30
1150010300110550017,3,,21580.0,,,5,,,,,,,,
1150010300103550041,2,0.0,24705.76923076923,3.25,,26,0.81546,1.4599,23663.0,0.0,1.0,0.0,1.0,2024-10-30
1150010300109950015,23,1.0,9000.0,3.5,,3,0.32918,0.82553,25095.0,0.0,0.0,1.0,0.0,2023-02-13
1150010300100460175,31,1.0,9166.666666666666,3.5,,3,0.34954,1.10075,27131.0,0.0,1.0,0.0,0.0,2024-04-04
1150010300103800012,7,0.0,19068.75,3.5,,8,1.30743,0.66241,13543.0,0.0,1.0,0.0,1.0,2024-08-19
1150010300103670012,7,1.0,15106.25,3.0,,8,1.15688,1.36221,26760.0,0.0,1.0,0.0,0.0,2024-11-28
1150010300103930009,7,,15653.6,,,10,,,,,,,,
1150010300111200008,7,0.0,16520.0,3.5,,5,0.66436,0.69831,25851.0,0.0,0.0,1.0,1.0,2023-04-28
1150010300110530017,24,1.0,17675.0,3.5,,4,1.07385,0.87046,25675.0,0.0,1.0,0.0,0.0,2024-06-26
1150010300100860002,23,0.0,12033.333333333334,3.5,,3,,,,0.0,0.0,1.0,1.0,2023-02-17
1150010300101580003,31,1.0,11925.0,3.5,,4,0.43719,0.82234,26227.0,0.0,0.0,1.0,0.0,2023-08-26
1150010300104300022,26,,11733.333333333334,,,6,,,,,,,,
1150010300103920070,23,0.0,15654.3,2.75,,10,1.24116,1.0668,23890.0,0.0,1.0,0.0,0.0,2025-04-09
1150010300109690013,12,0.0,11350.0,2.5,,2,,,,0.0,1.0,0.0,0.0,2025-06-30
1150010300101050022,13,1.0,17133.333333333332,2.5,,3,1.41157,0.65368,111298.0,0.0,1.0,0.0,0.0,2025-05-28
1150010300100980034,27,,17500.0,,,1,,,,,,,,
1150010300104800014,1,,23422.727272727272,,,22,,,,,,,,
1150010300101640010,17,1.0,15315.0,2.5,,10,0.13482,0.26758,23247.0,0.0,1.0,0.0,0.0,2025-07-22
1150010300103620152,8,1.0,17357.14285714286,2.5,,7,,,,0.0,1.0,0.0,0.0,2025-07-02
1150010300103720103,22,,9800.0,,,2,,,,,,,,
1150010300103620152,8,1.0,17357.14285714286,2.5,,7,,,,0.0,1.0,0.0,0.0,2025-07-02
1150010300104210029,10,1.0,11850.0,3.5,,4,1.14641,1.56477,24090.0,0.0,1.0,0.0,0.0,2024-08-16
1150010300103660004,11,1.0,19000.0,2.5,,2,0.82467,0.53907,23771.0,0.0,1.0,0.0,0.0,2025-10-13
1150010300111200008,7,0.0,16520.0,3.5,,5,0.66436,0.69831,25851.0,0.0,0.0,1.0,1.0,2023-04-28
1150010300110070021,34,1.0,10200.0,3.5,,5,1.13521,0.32128,22441.0,0.0,1.0,0.0,0.0,2024-09-01
1150010300110070021,34,1.0,10200.0,3.5,,5,1.13521,0.32128,22441.0,0.0,1.0,0.0,0.0,2024-09-01
1150010300100460179,22,,16000.0,,,1,,,,,,,,
1150010300101510009,23,1.0,15400.0,3.5,,2,0.91411,0.43835,94077.0,0.0,1.0,0.0,0.0,2024-02-06
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300108660001,9,1.0,15725.0,2.5,,4,,,,0.0,1.0,0.0,0.0,2025-08-12
1150010300100510037,13,1.0,5000.0,3.0,,1,0.87115,1.12612,24299.0,0.0,1.0,0.0,0.0,2024-11-02
1150010300103920015,10,,12200.0,,,5,,,,,,,,
1150010300103330021,23,,20500.0,,,1,,,,,,,,
1150010300109680010,12,,14073.529411764706,,,17,,,,,,,,
1150010300110330002,6,1.0,23222.63157894737,2.5,,19,1.28282,0.72282,25542.0,0.0,1.0,0.0,0.0,2026-01-15
1150010300103540059,3,1.0,21549.04761904762,2.5,,21,1.10854,1.23051,23624.0,0.0,1.0,0.0,0.0,2025-05-29
1150010300103460111,20,1.0,14800.0,2.5,,3,1.16373,1.50684,23511.0,0.0,1.0,0.0,0.0,2025-09-17
1150010300110750027,9,1.0,10981.764705882351,3.5,,17,0.99915,1.13751,25722.0,1.0,0.0,0.0,0.0,2024-03-22
1150010300103390035,1,0.0,5100.0,3.5,,15,0.89769,1.07018,23429.0,0.0,0.0,1.0,1.0,2023-08-27
1150010300103920015,10,,12200.0,,,5,,,,,,,,
1150010300108390006,8,,19160.0,,,5,,,,,,,,
1150010300104240005,17,,13833.333333333334,,,3,,,,,,,,
1150010300103380010,9,,20350.0,,,4,,,,,,,,
1150010300107720014,22,1.0,11338.0,2.75,,5,,,,0.0,1.0,0.0,0.0,2025-03-30
1150010300100980112,21,,17000.0,,,1,,,,,,,,
1150010300100700042,22,,9005.0,,,2,,,,,,,,
1150010300100500120,38,1.0,12837.361111111111,2.75,,72,0.2041,0.66941,24277.0,0.0,1.0,0.0,0.0,2026-01-10
1150010300104030015,13,1.0,15533.333333333334,2.75,,3,0.87891,0.50825,26966.0,0.0,1.0,0.0,0.0,2025-03-17
1150010300108080007,2,,5263.1578947368425,,,19,,,,,,,,
1150010300108230015,8,1.0,22500.0,2.5,,1,0.57324,0.42821,24558.0,0.0,1.0,0.0,0.0,2025-10-31
1150010300108680026,22,0.0,11100.0,3.0,,4,,,,0.0,1.0,0.0,1.0,2024-11-16
1150010300104570003,9,,13614.4,,,35,,,,,,,,
1150010300104240018,4,0.0,22285.904761904763,3.5,,21,1.05643,1.60928,24105.0,0.0,1.0,0.0,1.0,2024-03-06
1150010300104240070,5,,22492.30769230769,,,13,,,,,,,,
1150010300103520047,28,,13975.0,,,4,,,,,,,,
1150010300103660036,5,1.0,20512.222222222223,2.5,,18,0.26468,1.05351,26742.0,0.0,1.0,0.0,0.0,2025-06-10
1150010300109640023,2,,7281.818181818182,,,22,,,,,,,,
1150010300104650006,23,,11833.333333333334,,,3,,,,,,,,
1150010300103510030,8,1.0,17998.0,2.5,,10,,,,0.0,1.0,0.0,0.0,2025-12-04
1150010300103410020,23,1.0,15200.0,3.5,,3,1.21793,1.16248,23449.0,0.0,0.0,1.0,0.0,2023-07-05
1150010300104100062,31,1.0,10763.333333333334,3.25,,3,,,,0.0,1.0,0.0,0.0,2024-10-01
1150010300109580004,30,1.0,8300.0,3.5,,3,0.78531,0.55394,38626.0,0.0,0.0,1.0,0.0,2023-12-28
1150010300100560707,5,,19444.117647058825,,,17,,,,,,,,
1150010300100560151,29,1.0,8950.0,2.5,,2,,,,0.0,1.0,0.0,0.0,2025-06-21
1150010300108220011,16,1.0,16033.333333333334,2.5,,3,,,,0.0,1.0,0.0,0.0,2025-10-01
1150010300110490029,2,1.0,22770.0,2.5,,30,1.24935,0.89464,22610.0,0.0,1.0,0.0,0.0,2025-09-25
1150010300108510006,8,1.0,18775.555555555555,2.75,,9,1.38156,0.78674,27507.0,0.0,1.0,0.0,0.0,2025-04-02
1150010300108750009,7,,19460.0,,,9,,,,,,,,
1150010300108810036,10,1.0,21042.85714285714,2.5,,14,1.38028,0.97045,24669.0,0.0,1.0,0.0,0.0,2025-08-04
1150010300109170002,23,0.0,20833.33333333333,3.5,,3,0.98694,1.71771,24830.0,0.0,0.0,1.0,1.0,2023-12-29
1150010300109200011,5,,5000.0,,,1,,,,,,,,
1150010300104240089,25,,18550.0,,,4,,,,,,,,
1150010300101020291,16,1.0,17775.0,3.5,,12,0.57461,1.1224,22511.0,0.0,1.0,0.0,0.0,2024-02-27
1150010300108810036,10,1.0,21042.85714285714,2.5,,14,1.38028,0.97045,24669.0,0.0,1.0,0.0,0.0,2025-08-04
1150010300108810036,10,1.0,21042.85714285714,2.5,,14,1.38028,0.97045,24669.0,0.0,1.0,0.0,0.0,2025-08-04
1150010300107840018,8,1.0,16468.333333333332,2.5,,6,,,,0.0,1.0,0.0,0.0,2025-12-01
1150010300104090182,7,,21000.0,,,13,,,,,,,,
1150010300103930019,23,,18475.0,,,4,,,,,,,,
1150010300101050049,8,1.0,16016.666666666666,3.5,,6,0.50297,0.9644,22664.0,0.0,1.0,0.0,0.0,2024-07-26
1150010300100560103,22,,11220.0,,,3,,,,,,,,
1150010300100560673,23,,10500.0,,,2,,,,,,,,
1150010300105040040,1,0.0,13090.90909090909,3.5,,11,1.01011,0.54377,60287.0,0.0,1.0,0.0,1.0,2024-09-09
1150010300104620010,22,,9666.666666666666,,,3,,,,,,,,
1150010300104520011,2,,5000.0,,,12,,,,,,,,
1150010300103810001,9,1.0,15157.142857142857,2.5,,7,0.82467,0.53907,70924.0,0.0,1.0,0.0,0.0,2025-12-11
1150010300109330011,9,,19425.0,,,4,,,,,,,,
1150010300104000056,7,1.0,21448.36363636364,2.5,,11,1.10605,1.28793,26940.0,0.0,1.0,0.0,0.0,2025-05-18
1150010300108070007,14,,14700.0,,,1,,,,,,,,
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300100500120,37,1.0,12837.361111111111,2.75,,72,0.2041,0.66941,24277.0,0.0,1.0,0.0,0.0,2026-01-10
1150010300103540083,9,1.0,15409.333333333334,2.5,,12,1.18275,1.51217,23631.0,0.0,1.0,0.0,0.0,2025-05-14
1150010300111020005,6,1.0,18904.545454545456,3.5,,11,0.30565,0.5964,22828.0,0.0,1.0,0.0,0.0,2024-08-31
1150010300100560273,33,1.0,10733.333333333334,2.5,,6,0.17605,0.57859,27252.0,0.0,1.0,0.0,0.0,2025-09-22
1150010300100500120,37,1.0,12837.361111111111,2.75,,72,0.2041,0.66941,24277.0,0.0,1.0,0.0,0.0,2026-01-10
1150010300105040112,22,0.0,18000.0,2.5,,1,,,,0.0,1.0,0.0,1.0,2025-07-16
1150010300101630028,10,0.0,14430.0,3.5,,8,0.85997,0.0,17628.0,0.0,1.0,0.0,1.0,2024-01-13
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300103530043,7,1.0,20705.0,3.0,,8,1.2168,1.50194,26606.0,0.0,1.0,0.0,0.0,2025-01-02
1150010300103530048,24,1.0,19650.0,3.5,,2,,,,0.0,1.0,0.0,0.0,2024-07-13
1150010300103460036,28,0.0,14387.5,2.75,,4,,,,0.0,1.0,0.0,1.0,2025-04-17
1150010300103660036,5,1.0,20512.222222222223,2.5,,18,0.26468,1.05351,26742.0,0.0,1.0,0.0,0.0,2025-06-10
1150010300103540059,3,1.0,21549.04761904762,2.5,,21,1.10854,1.23051,23624.0,0.0,1.0,0.0,0.0,2025-05-29
1150010300104520011,2,,5000.0,,,12,,,,,,,,
1150010300104520011,2,,5000.0,,,12,,,,,,,,
1150010300100240255,20,,14050.0,,,2,,,,,,,,
1150010300100240133,12,,8500.0,,,4,,,,,,,,
1150010300103300033,14,,11200.0,,,4,,,,,,,,
1150010300108920011,23,,19225.0,,,4,,,,,,,,
1150010300103920042,25,,11262.5,,,8,,,,,,,,
1150010300103920042,25,,11262.5,,,8,,,,,,,,
1150010300103390035,1,0.0,5100.0,3.5,,15,0.89769,1.07018,23429.0,0.0,0.0,1.0,1.0,2023-08-27
1150010300100500068,6,0.0,17476.0,2.5,,5,0.24714,1.00041,27204.0,0.0,1.0,0.0,1.0,2025-11-19
1150010300109680010,12,,14073.529411764706,,,17,,,,,,,,
1150010300103800006,8,1.0,17066.666666666668,3.0,,6,1.1675,1.09711,23854.0,0.0,1.0,0.0,0.0,2024-12-19
1150010300109330001,22,,16500.0,,,3,,,,,,,,
1150010300103510015,28,1.0,16533.333333333332,2.5,,6,1.05913,1.38504,26562.0,0.0,1.0,0.0,0.0,2025-11-18
1150010300103460008,21,1.0,20166.666666666668,3.5,,6,0.21237,0.30221,13741.0,0.0,0.0,1.0,0.0,2023-08-21
1150010300103520015,25,1.0,18000.0,3.5,,1,0.60009,0.66621,14779.0,0.0,1.0,0.0,0.0,2024-01-20
1150010300108700027,2,0.0,5500.0,3.5,,16,1.1337,0.71852,24630.0,0.0,1.0,0.0,1.0,2024-08-30
1150010300103920042,25,,11262.5,,,8,,,,,,,,
1150010300108920036,22,,16000.0,,,4,,,,,,,,
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300108700115,22,,13716.666666666666,,,6,,,,,,,,
1150010300101630014,1,,20476.19047619048,,,21,,,,,,,,
1150010300103580007,2,,5000.0,,,13,,,,,,,,
1150010300108270019,9,1.0,17000.0,2.5,,2,,,,0.0,1.0,0.0,0.0,2025-05-22
1150010300104090089,12,1.0,11200.0,3.5,,5,0.65433,0.88466,24027.0,0.0,1.0,0.0,0.0,2024-02-22
1150010300108200023,2,0.0,24690.0,3.5,,2,,,,0.0,1.0,0.0,1.0,2024-03-26
1150010300108200023,2,0.0,24690.0,3.5,,2,,,,0.0,1.0,0.0,1.0,2024-03-26
1150010300108700115,22,,13716.666666666666,,,6,,,,,,,,
1150010300101630014,1,,20476.19047619048,,,21,,,,,,,,
1150010300103760012,32,1.0,12000.0,2.5,,1,0.09725,0.1374,64167.0,0.0,1.0,0.0,0.0,2025-05-01
1150010300104240032,25,,16800.0,,,2,,,,,,,,
1150010300103510041,7,1.0,13974.0,3.5,,12,1.0913,1.3446,23582.0,0.0,1.0,0.0,0.0,2024-02-15
1150010300110810006,13,1.0,19000.0,2.5,,2,,,,0.0,1.0,0.0,0.0,2025-11-07
1150010300110810006,13,1.0,19000.0,2.5,,2,,,,0.0,1.0,0.0,0.0,2025-11-07
1150010300101630014,1,,20476.19047619048,,,21,,,,,,,,
1150010300101050014,24,1.0,16466.666666666668,2.5,,3,0.50203,0.37087,69691.0,0.0,1.0,0.0,0.0,2025-09-03
1150010300101110072,33,,12000.0,,,1,,,,,,,,
1150010300100840016,16,,14500.0,,,3,,,,,,,,
1150010300104100236,22,,11907.5,,,4,,,,,,,,
1150010300104300016,14,,21240.0,,,5,,,,,,,,
1150010300100560327,21,,12250.0,,,2,,,,,,,,
1150010300108150006,1,,10250.0,,,18,,,,,,,,
1150010300104800014,1,,23422.727272727272,,,22,,,,,,,,
1150010300104800014,1,,23422.727272727272,,,22,,,,,,,,
1150010300108150006,1,,10250.0,,,18,,,,,,,,
1150010300110400000,5,1.0,22730.0,2.75,,25,0.90412,0.48631,22567.0,0.0,1.0,0.0,0.0,2025-03-27
1150010300110810030,10,1.0,13550.0,2.5,,7,,,,0.0,1.0,0.0,0.0,2026-01-09
1150010300104240022,24,1.0,13700.0,2.5,,2,1.3978,0.3168,57203.0,0.0,1.0,0.0,0.0,2025-07-11
1150010300103660036,5,1.0,20512.222222222223,2.5,,18,0.26468,1.05351,26742.0,0.0,1.0,0.0,0.0,2025-06-10
1150010300103550008,26,,5000.0,,,1,,,,,,,,
1150010300104300010,9,0.0,16493.29411764706,2.5,,17,0.39712,0.69253,27078.0,0.0,1.0,0.0,0.0,2025-11-03
1150010300103670077,12,1.0,14362.857142857143,2.5,,7,1.09419,1.37424,23795.0,0.0,1.0,0.0,0.0,2026-01-02
1150010300101640051,23,1.0,12250.0,2.75,,2,,,,0.0,1.0,0.0,0.0,2025-02-12
1150010300110190025,16,,26300.0,,,1,,,,,,,,
1150010300103820025,7,1.0,7975.0,3.0,,4,0.67446,0.68589,23866.0,0.0,1.0,0.0,0.0,2024-11-03
1150010300103410040,16,,16397.5,,,12,,,,,,,,
1150010300103410025,17,1.0,17760.0,2.5,,5,1.13441,1.10493,26408.0,0.0,1.0,0.0,0.0,2025-11-08
1150010300103990001,23,,13162.5,,,4,,,,,,,,
1150010300111000003,4,1.0,23491.42857142857,2.5,,7,,,,0.0,1.0,0.0,0.0,2025-10-30
1150010300109640018,5,,12751.111111111111,,,9,,,,,,,,
1150010300100240035,1,0.0,5000.0,3.5,,6,0.71085,1.23044,23326.0,0.0,0.0,1.0,1.0,2023-11-30
1150010300110400021,14,1.0,11650.0,2.5,,3,1.39658,0.73213,22570.0,0.0,1.0,0.0,0.0,2025-05-20
1150010300108700115,22,,13716.666666666666,,,6,,,,,,,,
1150010300108680029,2,,9172.413793103447,,,29,,,,,,,,
1150010300109170002,23,0.0,20833.33333333333,3.5,,3,0.98694,1.71771,24830.0,0.0,0.0,1.0,1.0,2023-12-29
1150010300103460074,8,0.0,12970.0,3.0,,14,1.20746,1.50684,23528.0,0.0,0.0,0.0,1.0,2024-12-31
1150010300104240023,8,,16392.85714285714,,,7,,,,,,,,
1150010300101110073,21,,19275.0,,,2,,,,,,,,
1150010300100460109,17,1.0,14500.0,3.5,,2,,,,0.0,1.0,0.0,0.0,2024-07-25
1150010300103960010,6,,17021.25,,,12,,,,,,,,
1150010300104100239,14,,16300.0,,,2,,,,,,,,
1150010300109560048,38,,10000.0,,,1,,,,,,,,
1150010300100560164,31,1.0,10808.57142857143,3.5,,7,0.33022,0.92919,24328.0,0.0,0.0,1.0,0.0,2023-02-25
1150010300101050483,16,1.0,14525.0,3.5,,2,,,,0.0,1.0,0.0,0.0,2024-03-29
1150010300100560544,15,,18632.5,,,4,,,,,,,,
1150010300100460105,29,1.0,12000.0,2.5,,1,,,,0.0,1.0,0.0,0.0,2025-09-30
1150010300100560264,14,,13925.555555555557,,,9,,,,,,,,
1150010300107730012,22,,15400.0,,,5,,,,,,,,
1150010300108660030,22,,16600.0,,,1,,,,,,,,
1150010300103600002,5,0.0,15972.5,2.5,,16,0.54866,0.40694,23730.0,0.0,1.0,0.0,0.0,2025-07-05
1150010300104100118,5,,15751.8,,,10,,,,,,,,
1150010300104030013,2,0.0,24200.0,3.5,,9,0.89357,0.78863,23966.0,0.0,1.0,0.0,1.0,2024-03-24
1150010300100700051,23,,16633.333333333332,,,3,,,,,,,,
1150010300103850016,39,,12500.0,,,4,,,,,,,,
1150010300103850016,39,,12500.0,,,4,,,,,,,,
1150010300101630014,1,,20476.19047619048,,,21,,,,,,,,
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300100950077,8,1.0,20880.0,2.5,,5,,,,0.0,1.0,0.0,0.0,2025-10-12
1150010300111140001,9,,20087.5,,,8,,,,,,,,
1150010300100460078,23,1.0,15300.0,3.5,,1,,,,0.0,0.0,1.0,0.0,2023-08-08
1150010300100980168,28,,13576.0,,,5,,,,,,,,
1150010300100610134,9,,11780.0,,,5,,,,,,,,
1150010300110400000,5,1.0,22730.0,2.75,,25,0.90412,0.48631,22567.0,0.0,1.0,0.0,0.0,2025-03-27
1150010300108490016,8,1.0,16369.23076923077,2.75,,13,1.20508,0.78547,24588.0,0.0,1.0,0.0,0.0,2025-04-10
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300108610024,22,,20500.0,,,1,,,,,,,,
1150010300108510036,14,,9250.0,,,2,,,,,,,,
1150010300108640038,16,,13483.333333333334,,,6,,,,,,,,
1150010300104000004,28,1.0,12590.0,3.5,,3,0.68911,0.24988,110340.0,0.0,0.0,1.0,0.0,2023-09-19
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300101630014,1,,20476.19047619048,,,21,,,,,,,,
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300104250019,10,0.0,19360.0,3.5,,5,1.45855,0.39923,60919.0,0.0,0.0,1.0,0.0,2023-11-27
1150010300108790003,5,,18874.28571428572,,,7,,,,,,,,
1150010300108160018,8,0.0,15441.666666666666,2.75,,6,0.7351,0.14759,24532.0,0.0,1.0,0.0,1.0,2025-02-20
1150010300109320008,9,0.0,15515.272727272728,2.5,,11,0.33166,0.35005,24955.0,0.0,1.0,0.0,1.0,2025-12-18
1150010300103800011,6,1.0,23900.0,2.5,,1,1.1675,0.87202,13541.0,0.0,1.0,0.0,0.0,2025-10-21
1150010300104000012,23,1.0,5500.0,3.5,,1,2.09906,0.61872,34153.0,0.0,1.0,0.0,0.0,2024-06-30
1150010300110830007,16,,14700.0,,,3,,,,,,,,
1150010300104520011,2,,5000.0,,,12,,,,,,,,
1150010300100860002,23,0.0,12033.333333333334,3.5,,3,,,,0.0,0.0,1.0,1.0,2023-02-17
1150010300103420007,23,1.0,22700.0,,,3,0.396,0.3737,26431.0,0.0,1.0,0.0,0.0,2026-01-11
1150010300104100237,14,1.0,19333.33333333333,2.75,,3,0.5632,0.78163,27014.0,0.0,1.0,0.0,0.0,2025-03-23
1150010300109560027,29,0.0,9666.666666666666,2.5,,3,0.77664,0.92217,24982.0,0.0,1.0,0.0,1.0,2025-09-30
1150010300101050107,12,,16000.0,,,1,,,,,,,,
1150010300101020067,21,,9000.0,,,2,,,,,,,,
1150010300105040032,12,,15464.0,,,5,,,,,,,,
1150010300107950017,8,1.0,17962.5,2.5,,8,1.36028,0.35514,24500.0,0.0,1.0,0.0,0.0,2025-10-24
1150010300107830011,6,0.0,27898.4,3.5,,5,,,,0.0,0.0,1.0,1.0,2023-01-31
1150010300110840059,13,1.0,14100.0,3.5,,3,,,,0.0,0.0,1.0,0.0,2023-11-25
1150010300110880004,13,1.0,12880.0,3.5,,5,,,,0.0,0.0,1.0,0.0,2023-12-29
1150010300103540059,3,1.0,21549.04761904762,2.5,,21,1.10854,1.23051,23624.0,0.0,1.0,0.0,0.0,2025-05-29
1150010300110710007,7,1.0,18551.666666666668,3.5,,12,1.24549,0.80542,22729.0,0.0,1.0,0.0,0.0,2024-05-11
1150010300103540038,8,1.0,19892.5,3.5,,4,1.19729,1.52513,23619.0,0.0,0.0,1.0,0.0,2023-12-27
1150010300103620118,13,1.0,15850.0,2.75,,2,1.14495,1.34395,26717.0,0.0,1.0,0.0,0.0,2025-02-26
1150010300103800006,8,1.0,17066.666666666668,3.0,,6,1.1675,1.09711,23854.0,0.0,1.0,0.0,0.0,2024-12-19
1150010300103490029,38,,6000.0,,,1,,,,,,,,
1150010300103660019,10,,11500.0,,,6,,,,,,,,
1150010300101050384,14,,15900.0,,,11,,,,,,,,
1150010300103390017,24,1.0,15600.0,3.0,,1,0.18274,0.23124,12051.0,0.0,1.0,0.0,0.0,2025-01-18
1150010300101580017,31,,14800.0,,,1,,,,,,,,
1150010300101540009,29,0.0,18666.666666666668,2.5,,6,0.28482,0.33779,26194.0,0.0,0.0,0.0,1.0,2025-08-12
1150010300103980016,23,0.0,12200.0,3.5,,3,,,,0.0,0.0,1.0,1.0,2023-09-27
1150010300101520005,23,1.0,9166.666666666666,3.0,,6,0.52547,0.36623,87908.0,0.0,1.0,0.0,0.0,2024-12-17
1150010300109760021,7,1.0,15465.555555555557,2.75,,9,0.62759,1.11509,25032.0,0.0,1.0,0.0,0.0,2025-03-09
1150010300109760021,7,1.0,15465.555555555557,2.75,,9,0.62759,1.11509,25032.0,0.0,1.0,0.0,0.0,2025-03-09
1150010300100240286,16,1.0,16840.0,2.5,,5,0.40393,1.15196,23312.0,0.0,1.0,0.0,0.0,2025-09-17
1150010300100990010,22,1.0,17433.333333333332,2.5,,6,,,,0.0,1.0,0.0,0.0,2025-07-31
1150010300100560035,7,1.0,17500.0,2.5,,2,,,,0.0,1.0,0.0,0.0,2025-07-02
1150010300100980156,22,,16228.57142857143,,,7,,,,,,,,
1150010300104540001,23,1.0,17221.428571428572,2.75,,7,0.36201,0.17317,14525.0,0.0,1.0,0.0,0.0,2025-02-04
1150010300108700047,17,,13173.076923076924,,,13,,,,,,,,
1150010300103660019,10,,11500.0,,,6,,,,,,,,
1150010300104240018,4,0.0,22285.904761904763,3.5,,21,1.05643,1.60928,24105.0,0.0,1.0,0.0,1.0,2024-03-06
1150010300101550056,16,,19100.0,,,6,,,,,,,,
1150010300104100092,7,,16875.0,,,4,,,,,,,,
1150010300104090056,24,1.0,11200.0,2.5,,1,1.94939,0.73583,37790.0,0.0,1.0,0.0,0.0,2025-08-28
1150010300109610027,22,1.0,9500.0,2.5,,6,0.60861,1.18636,27909.0,0.0,1.0,0.0,0.0,2025-09-15
1150010300100460111,20,1.0,16480.0,3.5,,6,0.31184,1.05237,24197.0,0.0,0.0,1.0,0.0,2023-11-24
1150010300108150029,21,,16000.0,,,2,,,,,,,,
1150010300110160018,13,,11400.0,,,1,,,,,,,,
1150010300103540021,10,1.0,13630.0,2.5,,10,1.1218,1.50564,23615.0,0.0,1.0,0.0,0.0,2025-10-11
1150010300103670064,32,,10300.0,,,1,,,,,,,,
1150010300103540021,10,1.0,13630.0,2.5,,10,1.1218,1.50564,23615.0,0.0,1.0,0.0,0.0,2025-10-11
1150010300103550034,25,1.0,16300.0,3.0,,2,,,,0.0,1.0,0.0,0.0,2025-01-12
1150010300104100003,24,,15449.75,,,4,,,,,,,,
1150010300110550005,23,,12000.0,,,1,,,,,,,,
1150010300108770002,6,1.0,17340.714285714286,3.5,,14,1.28533,0.90299,24654.0,0.0,1.0,0.0,0.0,2024-09-27
1150010300104090249,23,1.0,15075.0,3.5,,4,,,,0.0,1.0,0.0,0.0,2024-06-15
1150010300104100105,16,,12633.333333333334,,,6,,,,,,,,
1150010300104090249,23,1.0,15075.0,3.5,,4,,,,0.0,1.0,0.0,0.0,2024-06-15
1150010300101540011,30,,12960.0,,,5,,,,,,,,
1150010300108080007,2,,5263.1578947368425,,,19,,,,,,,,
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300108700115,22,,13716.666666666666,,,6,,,,,,,,
1150010300101670043,33,,9718.0,,,5,,,,,,,,
1150010300103540059,3,1.0,21549.04761904762,2.5,,21,1.10854,1.23051,23624.0,0.0,1.0,0.0,0.0,2025-05-29
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300101510008,22,1.0,13268.181818181818,2.75,,11,0.44956,0.37005,94246.0,0.0,1.0,0.0,0.0,2025-03-27
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300101610033,1,,21354.62162162162,,,37,,,,,,,,
1150010300107910018,12,,13365.333333333334,,,6,,,,,,,,
1150010300103370006,31,1.0,21078.85714285714,2.5,,14,0.20905,0.97531,21154.0,0.0,1.0,0.0,0.0,2025-12-05
1150010300109580004,30,1.0,8300.0,3.5,,3,0.78531,0.55394,38626.0,0.0,0.0,1.0,0.0,2023-12-28
1150010300109620017,30,0.0,8400.0,2.75,,5,0.56253,1.21625,27911.0,0.0,0.0,0.0,0.0,2025-03-18
1150010300100560066,24,0.0,9950.0,3.0,,2,,,,0.0,1.0,0.0,1.0,2024-12-04
1150010300100560274,23,1.0,11687.833333333334,3.5,,6,0.15783,0.62686,24338.0,1.0,1.0,0.0,0.0,2024-01-09
1150010300100460199,23,,12250.0,,,2,,,,,,,,
1150010300100560068,23,,9000.0,,,1,,,,,,,,
1150010300101630014,1,,20476.19047619048,,,21,,,,,,,,
1150010300103570021,10,1.0,21000.0,3.5,,1,,,,0.0,0.0,1.0,0.0,2023-11-27
